2.6	-328.0575747	-328.2890611	-328.2743104	-328.0591215	-328.29139	-328.2765821
2.7	-328.0597993	-328.2912695	-328.2764833	-328.0612146	-328.2933879	-328.2785498
2.8	-328.0616757	-328.293129	-328.2783097	-328.0629685	-328.2950504	-328.2801844
2.9	-328.0632495	-328.2946855	-328.2798362	-328.0644278	-328.2964223	-328.2815311
3	-328.0645622	-328.2959806	-328.2811045	-328.065632	-328.2975431	-328.2826298
3.1	-328.0656514	-328.297052	-328.2821526	-328.066617	-328.2984493	-328.283517
3.2	-328.0665509	-328.2979335	-328.2830142	-328.0674159	-328.2991744	-328.2842261
3.3	-328.0672906	-328.2986552	-328.2837191	-328.068059	-328.299749	-328.2847878
3.4	-328.0678965	-328.2992433	-328.2842935	-328.0685732	-328.3002004	-328.2852289
3.5	-328.068391	-328.2997204	-328.2847597	-328.0689822	-328.3005523	-328.2855729
3.6	-328.0687931	-328.3001057	-328.2851366	-328.0693059	-328.3008245	-328.2858394
3.7	-328.0691192	-328.3004157	-328.2854403	-328.0695612	-328.3010336	-328.2860446
3.8	-328.0693827	-328.300664	-328.2856843	-328.0697619	-328.3011931	-328.2862018
3.9	-328.0695951	-328.3008623	-328.2858796	-328.0699192	-328.3013137	-328.2863213
4	-328.069766	-328.30102	-328.2860356	-328.070042	-328.3014042	-328.2864117
4.1	-328.069903	-328.301145	-328.2861599	-328.0701376	-328.3014714	-328.2864794
4.2	-328.0700127	-328.3012438	-328.2862586	-328.0702118	-328.3015206	-328.2865296
4.3	-328.0701003	-328.3013217	-328.2863369	-328.0702691	-328.3015561	-328.2865663
4.4	-328.0701702	-328.301383	-328.2863988	-328.0703132	-328.3015811	-328.2865927
4.5	-328.0702259	-328.3014311	-328.2864476	-328.0703468	-328.3015983	-328.2866113
4.6	-328.0702702	-328.3014687	-328.2864861	-328.0703723	-328.3016095	-328.2866239
4.7	-328.0703054	-328.3014981	-328.2865163	-328.0703914	-328.3016164	-328.2866321
4.8	-328.0703334	-328.3015211	-328.2865399	-328.0704056	-328.3016202	-328.286637
4.9	-328.0703555	-328.3015389	-328.2865584	-328.070416	-328.3016217	-328.2866395
5	-328.070373	-328.3015527	-328.2865728	-328.0704236	-328.3016216	-328.2866403
5.1	-328.0703869	-328.3015635	-328.286584	-328.0704289	-328.3016205	-328.2866399
5.2	-328.0703978	-328.3015717	-328.2865927	-328.0704327	-328.3016188	-328.2866388
5.3	-328.0704064	-328.3015781	-328.2865994	-328.0704352	-328.3016167	-328.2866373
5.4	-328.0704132	-328.301583	-328.2866045	-328.0704368	-328.3016145	-328.2866355
5.5	-328.0704186	-328.3015867	-328.2866084	-328.0704378	-328.3016124	-328.2866336
5.6	-328.0704227	-328.3015895	-328.2866114	-328.0704383	-328.3016102	-328.2866317
5.7	-328.070426	-328.3015916	-328.2866136	-328.0704386	-328.3016083	-328.28663
5.8	-328.0704285	-328.3015932	-328.2866153	-328.0704387	-328.3016065	-328.2866284
5.9	-328.0704305	-328.3015943	-328.2866165	-328.0704386	-328.3016049	-328.2866269
6	-328.0704321	-328.3015952	-328.2866174	-328.0704385	-328.3016036	-328.2866256
6.1	-328.0704333	-328.3015957	-328.286618	-328.0704383	-328.3016024	-328.2866245
6.2	-328.0704342	-328.3015962	-328.2866184	-328.0704382	-328.3016013	-328.2866235
6.3	-328.0704349	-328.3015964	-328.2866187	-328.070438	-328.3016004	-328.2866226
6.4	-328.0704354	-328.3015966	-328.2866188	-328.0704378	-328.3015997	-328.2866219
6.5	-328.0704358	-328.3015967	-328.2866189	-328.0704377	-328.3015991	-328.2866213
