1.44	-327.8984944	-327.96182514	-327.9843417	-328.1239948	-328.24581335	-328.1103017	-328.2322268	-328.2838418
1.46	-327.9112279	-327.97390713	-327.996297	-328.137351	-328.25901935	-328.1235824	-328.2453339	-328.2970303
1.48	-327.92278	-327.98485841	-328.0071191	-328.1495162	-328.27107297	-328.135674	-328.2572907	-328.3090646
1.5	-327.9332665	-327.99479437	-328.0169225	-328.1605983	-328.28207540	-328.146685	-328.2681994	-328.3200427
1.6	-327.9730361	-328.03252639	-328.0539235	-328.2028838	-328.32425275	-328.1886692	-328.3099785	-328.3619417
1.7	-327.9982063	-328.05662531	-328.0771929	-328.2296249	-328.35107496	-328.2152124	-328.3365378	-328.3881698
1.8	-328.0147423	-328.07267164	-328.0924141	-328.2469773	-328.36852743	-328.2324493	-328.3538349	-328.404859
1.9	-328.0261594	-328.08388481	-328.1029071	-328.2587605	-328.38038105	-328.2441671	-328.3656003	-328.4159657
2	-328.0344867	-328.09214359	-328.1105881	-328.2672119	-328.38886973	-328.252579	-328.3740394	-328.4238139
2.1	-328.0408783	-328.09853695	-328.1165425	-328.2736027	-328.39527364	-328.2589408	-328.3804146	-328.4297028
2.2	-328.0459867	-328.10368157	-328.1213729	-328.2786482	-328.40031270	-328.2639598	-328.3854348	-328.4343444
2.3	-328.0501835	-328.10792574	-328.1254099	-328.282754	-328.40439330	-328.2680379	-328.3895006	-328.4381274
2.4	-328.0536871	-328.11147541	-328.1288372	-328.2861567	-328.40775417	-328.271411	-328.3928475	-328.4412687
2.5	-328.0566352	-328.11446238	-328.1317621	-328.2890029	-328.41054484	-328.2742262	-328.3956246	-328.4438955
2.6	-328.0591215	-328.11697824	-328.1342549	-328.29139	-328.41286597	-328.2765821	-328.3979328	-328.446091
2.7	-328.0612146	-328.11909199	-328.1363678	-328.2933879	-328.41479099	-328.2785498	-328.3998466	-328.4479162
2.8	-328.0629685	-328.12085987	-328.1381453	-328.2950504	-328.41637806	-328.2801844	-328.4014253	-328.4494213
2.9	-328.0644278	-328.12233039	-328.1396277	-328.2964223	-328.41767625	-328.2815311	-328.4027188	-328.4506506
3	-328.065632	-328.12354647	-328.1408533	-328.2975431	-328.41872834	-328.2826298	-328.4037706	-328.4516445
3.1	-328.066617	-328.12454615	-328.141858	-328.2984493	-328.41957205	-328.283517	-328.4046183	-328.4524401
3.2	-328.0674159	-328.12536284	-328.1426756	-328.2991744	-328.42024077	-328.2842261	-328.4052952	-328.453071
3.3	-328.068059	-328.12602581	-328.1433366	-328.299749	-328.42076417	-328.2847878	-328.4058301	-328.4535672
3.4	-328.0685732	-328.12656055	-328.1438685	-328.3002004	-328.42116864	-328.2852289	-328.4062485	-328.4539547
3.5	-328.0689822	-328.12698934	-328.1442947	-328.3005523	-328.42147752	-328.2855729	-328.4065725	-328.4542557
3.6	-328.0693059	-328.12733147	-328.1446355	-328.3008245	-328.42171119	-328.2858394	-328.4068215	-328.4544882
3.7	-328.0695612	-328.12760352	-328.1449074	-328.3010336	-328.42188695	-328.2860446	-328.4070118	-328.4546671
3.8	-328.0697619	-328.12781948	-328.145124	-328.3011931	-328.42201902	-328.2862018	-328.4071571	-328.454804
3.9	-328.0699192	-328.12799094	-328.1452962	-328.3013137	-328.42211869	-328.2863213	-328.4072682	-328.4549079
4	-328.070042	-328.12812731	-328.1454327	-328.3014042	-328.42219456	-328.2864117	-328.4073537	-328.4549858
4.1	-328.0701376	-328.12823603	-328.1455403	-328.3014714	-328.42225299	-328.2864794	-328.40742	-328.4550432
4.2	-328.0702118	-328.12832296	-328.1456245	-328.3015206	-328.42229851	-328.2865296	-328.4074718	-328.4550842
4.3	-328.0702691	-328.12839261	-328.1456898	-328.3015561	-328.42233431	-328.2865663	-328.4075125	-328.4551122
4.4	-328.0703132	-328.12844846	-328.1457396	-328.3015811	-328.42236257	-328.2865927	-328.4075446	-328.4551299
4.5	-328.0703468	-328.12849321	-328.1457771	-328.3015983	-328.42238485	-328.2866113	-328.4075698	-328.4551395
4.6	-328.0703723	-328.12852896	-328.1458046	-328.3016095	-328.42240223	-328.2866239	-328.4075894	-328.4551431
4.7	-328.0703914	-328.12855738	-328.1458245	-328.3016164	-328.42241557	-328.2866321	-328.4076044	-328.4551421
4.8	-328.0704056	-328.12857982	-328.1458383	-328.3016202	-328.42242554	-328.286637	-328.4076157	-328.4551381
4.9	-328.070416	-328.12859736	-328.1458476	-328.3016217	-328.42243271	-328.2866395	-328.407624	-328.4551321
5	-328.0704236	-328.12861094	-328.1458536	-328.3016216	-328.42243758	-328.2866403	-328.4076296	-328.4551249
5.1	-328.0704289	-328.12862132	-328.1458572	-328.3016205	-328.42244060	-328.2866399	-328.4076333	-328.4551171
5.2	-328.0704327	-328.12862913	-328.1458591	-328.3016188	-328.42244215	-328.2866388	-328.4076354	-328.4551094
5.3	-328.0704352	-328.12863491	-328.1458598	-328.3016167	-328.42244259	-328.2866373	-328.4076363	-328.4551018
5.4	-328.0704368	-328.12863911	-328.1458598	-328.3016145	-328.42244220	-328.2866355	-328.4076363	-328.4550947
5.5	-328.0704378	-328.12864208	-328.1458592	-328.3016124	-328.42244123	-328.2866336	-328.4076356	-328.4550881
5.6	-328.0704383	-328.12864412	-328.1458584	-328.3016102	-328.42243988	-328.2866317	-328.4076345	-328.4550822
5.7	-328.0704386	-328.12864548	-328.1458574	-328.3016083	-328.42243830	-328.28663	-328.4076331	-328.4550768
5.8	-328.0704387	-328.12864632	-328.1458563	-328.3016065	-328.42243661	-328.2866284	-328.4076317	-328.455072
5.9	-328.0704386	-328.12864680	-328.1458553	-328.3016049	-328.42243491	-328.2866269	-328.4076301	-328.4550677
6	-328.0704385	-328.12864702	-328.1458542	-328.3016036	-328.42243324	-328.2866256	-328.4076286	-328.4550639
6.1	-328.0704383	-328.12864707	-328.1458533	-328.3016024	-328.42243166	-328.2866245	-328.4076271	-328.4550606
6.2	-328.0704382	-328.12864700	-328.1458524	-328.3016013	-328.42243018	-328.2866235	-328.4076257	-328.4550578
6.3	-328.070438	-328.12864686	-328.1458517	-328.3016004	-328.42242882	-328.2866226	-328.4076245	-328.4550553
6.4	-328.0704378	-328.12864668	-328.145851	-328.3015997	-328.42242757	-328.2866219	-328.4076233	-328.4550531
6.5	-328.0704377	-328.12864648	-328.1458504	-328.3015991	-328.42242645	-328.2866213	-328.4076222	-328.4550512
