3.7	-0.231472354	-0.29428343	-0.320730203	-0.216483384	-0.27940831	-0.309759709	-0.33804056
3.8	-0.231431146	-0.29419954	-0.320628339	-0.216439846	-0.27933762	-0.309679983	-0.337959733
3.9	-0.231394569	-0.29412775	-0.320541715	-0.216402169	-0.27927729	-0.309611688	-0.337889369
4	-0.231362232	-0.29406725	-0.32046937	-0.216369672	-0.27922642	-0.309553165	-0.337825861
4.1	-0.23133376	-0.29401696	-0.320409888	-0.21634172	-0.27918399	-0.309502935	-0.337766906
4.2	-0.231308787	-0.29397555	-0.320361561	-0.216317727	-0.27914885	-0.309459715	-0.337711276
4.3	-0.231286954	-0.29394171	-0.320322653	-0.216297164	-0.27911991	-0.309422449	-0.337658569
4.4	-0.231267955	-0.29391411	-0.32029144	-0.216279555	-0.27909611	-0.309390268	-0.337608849
4.5	-0.231251487	-0.29389164	-0.320266441	-0.216264497	-0.27907655	-0.309362446	-0.33756238
4.6	-0.231237259	-0.29387327	-0.320246324	-0.216251649	-0.27906043	-0.309338402	-0.337519559
4.7	-0.231225023	-0.29385819	-0.320230047	-0.216240683	-0.27904706	-0.30931765	-0.337480757
4.8	-0.231214542	-0.29384572	-0.320216749	-0.216231342	-0.27903592	-0.309299775	-0.337446056
4.9	-0.231205607	-0.29383535	-0.320205764	-0.216223407	-0.27902659	-0.309284404	-0.337415462
5	-0.231198004	-0.29382664	-0.320196589	-0.216216674	-0.27901870	-0.309271209	-0.337388816
5.1	-0.231191571	-0.29381928	-0.320188847	-0.216210971	-0.27901199	-0.309259906	-0.337365858
5.2	-0.231186146	-0.29381302	-0.320182234	-0.216206156	-0.27900627	-0.309250252	-0.337346283
5.3	-0.231181582	-0.29380768	-0.320176565	-0.216202092	-0.27900137	-0.309241995	-0.337329621
5.4	-0.231177757	-0.29380309	-0.320171658	-0.216198677	-0.27899716	-0.309234942	-0.337315543
5.5	-0.231174571	-0.29379915	-0.320167397	-0.216195801	-0.27899351	-0.309228923	-0.337303724
5.6	-0.231171903	-0.29379576	-0.320163696	-0.216193403	-0.27899038	-0.309223787	-0.337293782
5.7	-0.231169693	-0.29379283	-0.32016046	-0.216191383	-0.27898766	-0.309219386	-0.337285386
5.8	-0.231167857	-0.29379029	-0.320157633	-0.216189707	-0.27898533	-0.309215635	-0.337278346
5.9	-0.231166331	-0.29378811	-0.320155179	-0.216188301	-0.27898330	-0.309212421	-0.337272448
6	-0.231165065	-0.29378622	-0.320153024	-0.216187125	-0.27898156	-0.309209673	-0.337267453
6.1	-0.231164023	-0.29378459	-0.320151149	-0.216186143	-0.27898004	-0.309207325	-0.337263311
6.2	-0.231163161	-0.29378318	-0.320149504	-0.216185321	-0.27897873	-0.309205304	-0.337259789
6.3	-0.231162445	-0.29378196	-0.320148069	-0.216184625	-0.27897760	-0.309203572	-0.337256802
6.4	-0.231161847	-0.29378089	-0.320146799	-0.216184047	-0.27897661	-0.30920209	-0.337254341
6.5	-0.231161343	-0.29377997	-0.320145702	-0.216183553	-0.27897574	-0.30920081	-0.337252274
