0.5	-0.145538265	-0.24369598	-0.285025541	-0.139319915	-0.22264040	-0.249863783	-0.263075031
0.52	-0.144962454	-0.24365079	-0.285203768	-0.138896944	-0.22253227	-0.249774043	-0.262933606
0.54	-0.144757008	-0.24386760	-0.285598368	-0.138781858	-0.22267392	-0.249979976	-0.263156752
0.56	-0.144884375	-0.24434135	-0.286217978	-0.138943815	-0.22306250	-0.250445849	-0.263662434
0.58	-0.145314443	-0.24507917	-0.287085371	-0.139359603	-0.22370566	-0.251138746	-0.264361992
0.6	-0.14602789	-0.24608941	-0.288220581	-0.14001605	-0.22461198	-0.252031313	-0.265180392
0.62	-0.147024005	-0.24737203	-0.289623823	-0.140916135	-0.22578291	-0.25310737	-0.26608263
0.64	-0.148339732	-0.24892460	-0.291276129	-0.142094912	-0.22721882	-0.254374024	-0.267094764
0.66	-0.150104457	-0.25078244	-0.293173163	-0.143664597	-0.22895499	-0.255893961	-0.268330822
0.68	-0.15272778	-0.25314918	-0.295431878	-0.14596265	-0.23116884	-0.2578938	-0.270106664
0.7	-0.157695357	-0.25695492	-0.298748422	-0.150134157	-0.23458010	-0.261222172	-0.273501625
0.72	-0.171279346	-0.26715305	-0.307520923	-0.160614196	-0.24241008	-0.269578652	-0.283090784
0.74	-0.209800556	-0.29880159	-0.336275712	-0.188390096	-0.26643159	-0.293151444	-0.307062738
0.76	-0.239163496	-0.34060938	-0.383323434	-0.221785826	-0.29810795	-0.315649295	-0.32088398
0.78	-0.234941184	-0.28551421	-0.306808119	-0.218725524	-0.26932530	-0.299307003	-0.342904783
0.8	-0.226325668	-0.27815805	-0.299982215	-0.211941768	-0.26387402	-0.292737259	-0.328850038
0.82	-0.221889016	-0.27445287	-0.29658502	-0.208361856	-0.26103762	-0.289252872	-0.32179922
0.84	-0.219448132	-0.27245039	-0.294767127	-0.206363712	-0.25948393	-0.287305826	-0.317903038
0.86	-0.218027526	-0.27130633	-0.293739518	-0.205197246	-0.25860088	-0.286173597	-0.315605543
0.88	-0.217182378	-0.27063752	-0.293144945	-0.204507998	-0.25809673	-0.285505206	-0.314199531
0.9	-0.216689214	-0.27025244	-0.292805384	-0.204113034	-0.25782047	-0.285116098	-0.3133251
0.92	-0.216424688	-0.27004681	-0.292624541	-0.203909478	-0.25768796	-0.284902702	-0.312784413
0.94	-0.216315366	-0.26996010	-0.292547356	-0.203835376	-0.25764977	-0.284804382	-0.312463008
0.96	-0.216314904	-0.26995579	-0.292541421	-0.203851444	-0.25767602	-0.284784926	-0.312292873
0.98	-0.216392781	-0.27001148	-0.292587776	-0.203931721	-0.25774848	-0.284822662	-0.312232557
1	-0.216528252	-0.27011362	-0.292675877	-0.204058612	-0.25785643	-0.284905123	-0.312256747
1.02	-0.216706887	-0.27025439	-0.292800707	-0.204219957	-0.25799393	-0.285025628	-0.312349881
1.04	-0.216918588	-0.27042984	-0.292960892	-0.204407298	-0.25815836	-0.285181394	-0.312502694
1.06	-0.217156247	-0.27063869	-0.293157616	-0.204614797	-0.25834935	-0.285372148	-0.312709603
1.08	-0.217415036	-0.27088151	-0.293393712	-0.204838516	-0.25856816	-0.285599454	-0.312967836
1.1	-0.217691792	-0.27116023	-0.293673255	-0.205076052	-0.25881716	-0.285866078	-0.313276496
1.12	-0.217984742	-0.27147772	-0.294001073	-0.205326142	-0.25909951	-0.286175628	-0.313636007
1.14	-0.218293209	-0.27183750	-0.294382462	-0.205588479	-0.25941896	-0.286532271	-0.314047605
1.16	-0.218617395	-0.27224355	-0.294822984	-0.205863585	-0.25977956	-0.286940563	-0.314513759
1.18	-0.218958273	-0.27270008	-0.295328216	-0.206152573	-0.26018559	-0.287405242	-0.315037317
1.2	-0.219317373	-0.27321130	-0.295903484	-0.206457103	-0.26064124	-0.287931032	-0.315622073
1.22	-0.219696639	-0.27378124	-0.296553704	-0.206779159	-0.26115052	-0.288522465	-0.316272079
1.24	-0.220098213	-0.27441344	-0.297283012	-0.207120933	-0.26171697	-0.289183567	-0.316991503
1.26	-0.220524271	-0.27511073	-0.298094509	-0.207484581	-0.26234342	-0.289917603	-0.317784365
1.28	-0.220976721	-0.27587484	-0.298989832	-0.207872061	-0.26303167	-0.290726733	-0.318654264
1.3	-0.221456981	-0.27670603	-0.299968783	-0.208284841	-0.26378213	-0.291611578	-0.319603589
1.32	-0.221965708	-0.27760278	-0.301028921	-0.208723688	-0.26459353	-0.292570833	-0.320633142
1.34	-0.222502499	-0.27856146	-0.302165229	-0.209188419	-0.26546261	-0.293600894	-0.321741567
1.36	-0.223065705	-0.27957599	-0.303369798	-0.209677665	-0.26638380	-0.294695526	-0.322924798
1.38	-0.223652262	-0.28063785	-0.304631786	-0.210188782	-0.26734934	-0.295845703	-0.324175205
1.4	-0.224257658	-0.28173610	-0.305937556	-0.210717758	-0.26834909	-0.297039667	-0.325482209
1.42	-0.224876041	-0.28285774	-0.307271083	-0.211259361	-0.26937103	-0.298263187	-0.326831668
1.44	-0.225500422	-0.28398821	-0.308614646	-0.211807292	-0.27040165	-0.299500148	-0.328206641
1.46	-0.2261231	-0.28511223	-0.309949751	-0.21235457	-0.27142679	-0.300733358	-0.329587942
1.48	-0.226736123	-0.28621456	-0.311258117	-0.212893983	-0.27243230	-0.3019455	-0.330955499
1.5	-0.227331778	-0.28728103	-0.312522816	-0.213418498	-0.27340500	-0.303120172	-0.332289416
1.6	-0.229847668	-0.29172637	-0.317780553	-0.215633078	-0.27745208	-0.308018219	-0.337912743
1.7	-0.231418583	-0.29444965	-0.320989048	-0.217006083	-0.27991247	-0.310976841	-0.341282555
1.8	-0.232234994	-0.29585579	-0.322643489	-0.217707004	-0.28116324	-0.312444885	-0.342858378
1.9	-0.232601071	-0.29649624	-0.32339947	-0.218007701	-0.28171552	-0.313058576	-0.343412175
2	-0.232725283	-0.29672614	-0.323673872	-0.218092293	-0.28189582	-0.313225829	-0.343452588
2.1	-0.232724427	-0.29673669	-0.323689226	-0.218062497	-0.28187760	-0.31316035	-0.343241484
2.2	-0.232661488	-0.29663113	-0.323565715	-0.217973088	-0.28175327	-0.312971459	-0.342901305
2.3	-0.232570514	-0.29646756	-0.323371582	-0.217854474	-0.28157484	-0.312717491	-0.342488286
2.4	-0.232469616	-0.29627876	-0.323145774	-0.217723896	-0.28137213	-0.312431478	-0.342033061
2.5	-0.232367716	-0.29608246	-0.322909722	-0.217590946	-0.28116217	-0.312133385	-0.341557182
2.6	-0.232268558	-0.29588773	-0.322674754	-0.217460608	-0.28095452	-0.311836092	-0.341078738
2.7	-0.23217326	-0.29569900	-0.322446681	-0.21733524	-0.28075461	-0.311548324	-0.340612957
2.8	-0.232081907	-0.29551819	-0.32222821	-0.217215937	-0.28056544	-0.311275982	-0.340172028
2.9	-0.231994475	-0.29534586	-0.322020133	-0.217103295	-0.28038845	-0.311022888	-0.339765544
3	-0.231911145	-0.29518187	-0.321822171	-0.216997815	-0.28022408	-0.310791267	-0.339400564
3.1	-0.231832316	-0.29502590	-0.321633729	-0.216899996	-0.28007215	-0.310582101	-0.33908161
3.2	-0.231758477	-0.29487793	-0.321454536	-0.216810237	-0.27993233	-0.310395427	-0.338810285
3.3	-0.231690018	-0.29473837	-0.321285037	-0.216728788	-0.27980431	-0.310230552	-0.338585137
3.4	-0.231627205	-0.29460809	-0.321126353	-0.216655675	-0.27968793	-0.310086251	-0.338402122
3.5	-0.231570091	-0.29448818	-0.320980008	-0.216590701	-0.27958319	-0.309960919	-0.33825505
3.6	-0.231518551	-0.29437972	-0.320847582	-0.216533451	-0.27949004	-0.309852718	-0.3381369
